source	target
<EVENT> He quickly threw the bowl behind a shelf <EVENT> he retrieve the bowl	<EVENT> threw <ARGS> He quickly threw the bowl behind a shelf <EVENT> retrieve <ARGS> he retrieve the bowl
<EVENT> I went to the deli to get something to eat <EVENT> I get something to eat	<EVENT> went <ARGS> I went to the deli to get something to eat <EVENT> get <ARGS> I get something to eat
<EVENT> Then they invited their friends over <EVENT> They wanted to announce it in a fun way <EVENT> When their friends saw the cake <EVENT> They wrote it on a cake	<EVENT> wanted <ARGS> They wanted to announce it in a fun way <EVENT> wrote <ARGS> They wrote it on a cake <EVENT> invited <ARGS> Then they invited their friends over <EVENT> saw <ARGS> When their friends saw the cake
<EVENT> In't needed today <EVENT> Instead he told me I wasn't needed today <EVENT> My boss pulled me aside at work <EVENT> I sulked home not sure whether I was getting fired or not <EVENT> I fired <EVENT> I thought he was going to tell me Happy Birthday	<EVENT> thought <ARGS> I thought he was going to tell me Happy Birthday <EVENT> pulled <ARGS> My boss pulled me aside at work <EVENT> told <ARGS> Instead he told me I wasn't needed today <EVENT> needed <ARGS> In't needed today <EVENT> sulked <ARGS> I sulked home not sure whether I was getting fired or not <EVENT> fired <ARGS> I fired
<EVENT> He agreed to go <EVENT> He was nervous	<EVENT> was <ARGS> He was nervous <EVENT> agreed <ARGS> He agreed to go
<EVENT> what made the noise <EVENT> The kids heard loud noises in the living room	<EVENT> made <ARGS> what made the noise <EVENT> heard <ARGS> The kids heard loud noises in the living room
<EVENT> She trying for years <EVENT> she was excited	<EVENT> trying <ARGS> She trying for years <EVENT> was <ARGS> she was excited
"<EVENT> Megan eat her "" vegetables "" that night <EVENT> But then her mom pulled out a carrot cake and Rice Krispies <EVENT> she was very unhappy <EVENT> Megan hated vegetables <EVENT> Megan was more than happy to eat her "" vegetables "" that night"	"<EVENT> hated <ARGS> Megan hated vegetables <EVENT> was <ARGS> she was very unhappy <EVENT> pulled <ARGS> But then her mom pulled out a carrot cake and Rice Krispies <EVENT> was <ARGS> Megan was more than happy to eat her "" vegetables "" that night <EVENT> eat <ARGS> Megan eat her "" vegetables "" that night"
<EVENT> When a car came <EVENT> When a car came he asked it to stop <EVENT> When a car came he flagged it	<EVENT> came <ARGS> When a car came <EVENT> flagged <ARGS> When a car came he flagged it <EVENT> asked <ARGS> When a car came he asked it to stop
<EVENT> Jerry quickly tried to escape the shark <EVENT> the shark was just a dolphin <EVENT> Just as he prepared to climb his board he saw a giant shark <EVENT> Then last minute Jerry realized the shark was just a dolphin	<EVENT> saw <ARGS> Just as he prepared to climb his board he saw a giant shark <EVENT> tried <ARGS> Jerry quickly tried to escape the shark <EVENT> realized <ARGS> Then last minute Jerry realized the shark was just a dolphin <EVENT> was <ARGS> the shark was just a dolphin
<EVENT> Lee hated bugs of any kind <EVENT> When it was time to hook the worm Lee passed	<EVENT> hated <ARGS> Lee hated bugs of any kind <EVENT> passed <ARGS> When it was time to hook the worm Lee passed
<EVENT> he could make electricity with algae <EVENT> Dave worked with algae to make electricity <EVENT> Dave discovered he could make electricity with algae	<EVENT> worked <ARGS> Dave worked with algae to make electricity <EVENT> discovered <ARGS> Dave discovered he could make electricity with algae <EVENT> make <ARGS> he could make electricity with algae
<EVENT> He apprehended him <EVENT> He followed his suspect very carefully	<EVENT> followed <ARGS> He followed his suspect very carefully <EVENT> apprehended <ARGS> He apprehended him
<EVENT> She goes to her bank <EVENT> She decides to rob a bank <EVENT> Tami runs out of the bank	<EVENT> decides <ARGS> She decides to rob a bank <EVENT> goes <ARGS> She goes to her bank <EVENT> runs <ARGS> Tami runs out of the bank
<EVENT> Dave was a scientist <EVENT> Dave wanted to make a great scientific discovery <EVENT> Dave worked with algae to make electricity <EVENT> Dave awarded for his great discovery <EVENT> Dave discovered he could make electricity with algae	<EVENT> was <ARGS> Dave was a scientist <EVENT> wanted <ARGS> Dave wanted to make a great scientific discovery <EVENT> worked <ARGS> Dave worked with algae to make electricity <EVENT> discovered <ARGS> Dave discovered he could make electricity with algae <EVENT> awarded <ARGS> Dave awarded for his great discovery
<EVENT> Richards loves the drum <EVENT> Finally he plays a beat on his drums	<EVENT> plays <ARGS> Finally he plays a beat on his drums <EVENT> loves <ARGS> Richards loves the drum
<EVENT> Greg's father loved apple pie on Sunday afternoons <EVENT> His father insisted Greg go buy a new apple pie <EVENT> Greg buy a new apple pie	<EVENT> loved <ARGS> Greg's father loved apple pie on Sunday afternoons <EVENT> insisted <ARGS> His father insisted Greg go buy a new apple pie <EVENT> buy <ARGS> Greg buy a new apple pie
<EVENT> I built snow men a lot <EVENT> When I was a kid I loved to play in the snow	<EVENT> built <ARGS> I built snow men a lot <EVENT> loved <ARGS> When I was a kid I loved to play in the snow
<EVENT> Amy begged <EVENT> her mom wouldn't budge <EVENT> Amy rode home in sulking in silence upset she couldn't get the shirt <EVENT> Her mother wouldn't buy it <EVENT> a shirt that showed her belly button <EVENT> She wanted to get a shirt that showed her belly button	<EVENT> wanted <ARGS> She wanted to get a shirt that showed her belly button <EVENT> showed <ARGS> a shirt that showed her belly button <EVENT> buy <ARGS> Her mother wouldn't buy it <EVENT> begged <ARGS> Amy begged <EVENT> budge <ARGS> her mom wouldn't budge <EVENT> rode <ARGS> Amy rode home in sulking in silence upset she couldn't get the shirt
<EVENT> Joe offered a salaried position on his job <EVENT> He worked a different job everyday	<EVENT> worked <ARGS> He worked a different job everyday <EVENT> offered <ARGS> Joe offered a salaried position on his job
<EVENT> she deciding <EVENT> Her grandpa could tell she had a hard time deciding	<EVENT> tell <ARGS> Her grandpa could tell she had a hard time deciding <EVENT> deciding <ARGS> she deciding
<EVENT> He made to the top at last <EVENT> Ed tried to get to the top of the apple tree for weeks	<EVENT> tried <ARGS> Ed tried to get to the top of the apple tree for weeks <EVENT> made <ARGS> He made to the top at last
<EVENT> I bring my daughter back down the mountain <EVENT> I decided to bring my daughter back down the mountain	<EVENT> decided <ARGS> I decided to bring my daughter back down the mountain <EVENT> bring <ARGS> I bring my daughter back down the mountain
<EVENT> I loved her <EVENT> I wanted to go on a date <EVENT> the day that I confess to her	<EVENT> confess <ARGS> the day that I confess to her <EVENT> loved <ARGS> I loved her <EVENT> wanted <ARGS> I wanted to go on a date
<EVENT> he freed himself of his roommate <EVENT> Jake confronted his roommate	<EVENT> confronted <ARGS> Jake confronted his roommate <EVENT> freed <ARGS> he freed himself of his roommate
<EVENT> Erica was always late to class <EVENT> It was the 3rd time that she was late this week <EVENT> the 3rd time that she was late this week	<EVENT> was <ARGS> Erica was always late to class <EVENT> was <ARGS> It was the 3rd time that she was late this week <EVENT> was <ARGS> the 3rd time that she was late this week
<EVENT> Tiny is a curious puppy <EVENT> how much she explores <EVENT> She gets into trouble because of how much she explores	<EVENT> is <ARGS> Tiny is a curious puppy <EVENT> gets <ARGS> She gets into trouble because of how much she explores <EVENT> explores <ARGS> how much she explores
<EVENT> When she ran into the living room she saw the snow globe shattered <EVENT> Her toddler knocked the snow globe <EVENT> the snow globe shattered	<EVENT> knocked <ARGS> Her toddler knocked the snow globe <EVENT> shattered <ARGS> the snow globe shattered <EVENT> saw <ARGS> When she ran into the living room she saw the snow globe shattered
<EVENT> Finally as dawn broke they woke their parents <EVENT> They ran downstairs to eagerly open presents	<EVENT> woke <ARGS> Finally as dawn broke they woke their parents <EVENT> ran <ARGS> They ran downstairs to eagerly open presents
<EVENT> She begged her professor for an extension to finish <EVENT> The professor granted her an 8 hour extension	<EVENT> begged <ARGS> She begged her professor for an extension to finish <EVENT> granted <ARGS> The professor granted her an 8 hour extension
<EVENT> Martha had a lot of fun <EVENT> Martha's boyfriend helped her create a character <EVENT> Martha played with her boyfriend and friends <EVENT> she 'd try it <EVENT> Martha decided she 'd try it <EVENT> Martha's boyfriend was really into Dungeons and Dragons	<EVENT> was <ARGS> Martha's boyfriend was really into Dungeons and Dragons <EVENT> decided <ARGS> Martha decided she 'd try it <EVENT> try <ARGS> she 'd try it <EVENT> helped <ARGS> Martha's boyfriend helped her create a character <EVENT> played <ARGS> Martha played with her boyfriend and friends <EVENT> had <ARGS> Martha had a lot of fun
<EVENT> he eating grass <EVENT> Now he could play outside without eating grass <EVENT> I buy him a muzzle <EVENT> I decided to buy him a muzzle	<EVENT> decided <ARGS> I decided to buy him a muzzle <EVENT> buy <ARGS> I buy him a muzzle <EVENT> play <ARGS> Now he could play outside without eating grass <EVENT> eating <ARGS> he eating grass
<EVENT> he was outside <EVENT> I supervising him while he was outside	<EVENT> supervising <ARGS> I supervising him while he was outside <EVENT> was <ARGS> he was outside
<EVENT> She walked to the garbage can <EVENT> After she read it she had an angry look on her face <EVENT> she threw it <EVENT> I stop her before she threw it away <EVENT> she read it <EVENT> She stood	<EVENT> read <ARGS> she read it <EVENT> had <ARGS> After she read it she had an angry look on her face <EVENT> stood <ARGS> She stood <EVENT> walked <ARGS> She walked to the garbage can <EVENT> stop <ARGS> I stop her before she threw it away <EVENT> threw <ARGS> she threw it
<EVENT> she exhausted <EVENT> Amy worked till she was exhausted <EVENT> she finish on time	<EVENT> exhausted <ARGS> she exhausted <EVENT> worked <ARGS> Amy worked till she was exhausted <EVENT> finish <ARGS> she finish on time
<EVENT> I ordered some bard <EVENT> A worker help me <EVENT> A worker ran over to help me up <EVENT> I slipped into a small puddle by a wet floor sign <EVENT> when I lost balance	<EVENT> lost <ARGS> when I lost balance <EVENT> slipped <ARGS> I slipped into a small puddle by a wet floor sign <EVENT> ran <ARGS> A worker ran over to help me up <EVENT> help <ARGS> A worker help me <EVENT> ordered <ARGS> I ordered some bard
<EVENT> We cut our own Blue Spruce tree <EVENT> My family went to a local farm for a Christmas tree <EVENT> We decided to cut our own Blue Spruce tree	<EVENT> went <ARGS> My family went to a local farm for a Christmas tree <EVENT> decided <ARGS> We decided to cut our own Blue Spruce tree <EVENT> cut <ARGS> We cut our own Blue Spruce tree
<EVENT> Tom was happy <EVENT> Janie and Tom decided to go salsa dancing	<EVENT> decided <ARGS> Janie and Tom decided to go salsa dancing <EVENT> was <ARGS> Tom was happy
<EVENT> when she tries to squeeze through the hole <EVENT> Tiny is a curious puppy	<EVENT> is <ARGS> Tiny is a curious puppy <EVENT> tries <ARGS> when she tries to squeeze through the hole
<EVENT> he putting them in his bag <EVENT> Finding valuable jewels he	<EVENT> Finding <ARGS> Finding valuable jewels he <EVENT> putting <ARGS> he putting them in his bag
<EVENT> he could never have a better find <EVENT> He figured he could never have a better find	<EVENT> figured <ARGS> He figured he could never have a better find <EVENT> have <ARGS> he could never have a better find
<EVENT> In the studio Andre insisted the producer use effects on the vocals <EVENT> The producern't like the sound effects on the vocals <EVENT> A producer gave him a production deal to make records	<EVENT> gave <ARGS> A producer gave him a production deal to make records <EVENT> insisted <ARGS> In the studio Andre insisted the producer use effects on the vocals <EVENT> like <ARGS> The producern't like the sound effects on the vocals
<EVENT> He had her now <EVENT> He calm the child's mind <EVENT> Bob's granddaughter lost <EVENT> He told her a story of being lost for half a day as a child	<EVENT> lost <ARGS> Bob's granddaughter lost <EVENT> had <ARGS> He had her now <EVENT> calm <ARGS> He calm the child's mind <EVENT> told <ARGS> He told her a story of being lost for half a day as a child
<EVENT> The next day at lunch at work they laughed at the cards she brought <EVENT> Kim's friend talking about her childhood in the 80's <EVENT> she only had one pack <EVENT> the cards she brought	<EVENT> had <ARGS> she only had one pack <EVENT> talking <ARGS> Kim's friend talking about her childhood in the 80's <EVENT> brought <ARGS> the cards she brought <EVENT> laughed <ARGS> The next day at lunch at work they laughed at the cards she brought
<EVENT> Amy getting nuggets because all her friend did <EVENT> Amy choose her own lunch	<EVENT> choose <ARGS> Amy choose her own lunch <EVENT> getting <ARGS> Amy getting nuggets because all her friend did
<EVENT> Jerry quickly climbed his board <EVENT> he prepared to climb his board	<EVENT> prepared <ARGS> he prepared to climb his board <EVENT> climbed <ARGS> Jerry quickly climbed his board
<EVENT> He scored a touchdown <EVENT> My teammate, who was open ran <EVENT> My teammate who was open <EVENT> My teammate, who was open caught the ball	<EVENT> was <ARGS> My teammate who was open <EVENT> caught <ARGS> My teammate, who was open caught the ball <EVENT> ran <ARGS> My teammate, who was open ran <EVENT> scored <ARGS> He scored a touchdown
<EVENT> Suddenly he got a sprained ankle <EVENT> He put ice on it for a while	<EVENT> got <ARGS> Suddenly he got a sprained ankle <EVENT> put <ARGS> He put ice on it for a while
<EVENT> The clothes gave a nasty odor <EVENT> Bill smelled his clothes before he put them on <EVENT> he put them on	<EVENT> smelled <ARGS> Bill smelled his clothes before he put them on <EVENT> gave <ARGS> The clothes gave a nasty odor <EVENT> put <ARGS> he put them on
<EVENT> Tim lost a lot of money that day <EVENT> He bet money on their game <EVENT> He decided to play with some friends and bet money on their game <EVENT> He play with some friends	<EVENT> decided <ARGS> He decided to play with some friends and bet money on their game <EVENT> play <ARGS> He play with some friends <EVENT> bet <ARGS> He bet money on their game <EVENT> lost <ARGS> Tim lost a lot of money that day
<EVENT> Her family complimented on her great cooking afterwards <EVENT> She wanted to make Asian bard for her family tonight	<EVENT> wanted <ARGS> She wanted to make Asian bard for her family tonight <EVENT> complimented <ARGS> Her family complimented on her great cooking afterwards
<EVENT> Nadine's aunt asked her to babysit her cousin <EVENT> Nadine apologized profusely to her aunt, who said it was okay	<EVENT> asked <ARGS> Nadine's aunt asked her to babysit her cousin <EVENT> apologized <ARGS> Nadine apologized profusely to her aunt, who said it was okay
<EVENT> Cathy works in a Starbucks <EVENT> Last week she had an unruly customer	<EVENT> works <ARGS> Cathy works in a Starbucks <EVENT> had <ARGS> Last week she had an unruly customer
<EVENT> she wanted to bring him over for dinner <EVENT> Her parents called asking if she wanted to bring him over for dinner	<EVENT> called <ARGS> Her parents called asking if she wanted to bring him over for dinner <EVENT> wanted <ARGS> she wanted to bring him over for dinner
<EVENT> she bought the hook <EVENT> She needed to buy a hook	<EVENT> needed <ARGS> She needed to buy a hook <EVENT> bought <ARGS> she bought the hook
<EVENT> They ran over to the foreigners <EVENT> He warned his fellow tribesman <EVENT> They engaged in combat	<EVENT> warned <ARGS> He warned his fellow tribesman <EVENT> ran <ARGS> They ran over to the foreigners <EVENT> engaged <ARGS> They engaged in combat
<EVENT> He knew he would have to learn the language <EVENT> Mike dreamed of traveling to his parents country of Mexico <EVENT> he learn the language <EVENT> He one day live there	<EVENT> dreamed <ARGS> Mike dreamed of traveling to his parents country of Mexico <EVENT> knew <ARGS> He knew he would have to learn the language <EVENT> learn <ARGS> he learn the language <EVENT> live <ARGS> He one day live there
<EVENT> He found it's illegal to sell it <EVENT> He bought the unit <EVENT> Well Katy Williams has that Game Box <EVENT> In the local Swap Meet he saw a Play Station box that was different	<EVENT> saw <ARGS> In the local Swap Meet he saw a Play Station box that was different <EVENT> bought <ARGS> He bought the unit <EVENT> has <ARGS> Well Katy Williams has that Game Box <EVENT> found <ARGS> He found it's illegal to sell it
<EVENT> A small whale surfaced <EVENT> All of the passengers came out to watch the whales <EVENT> A small whale jumped in the air	<EVENT> surfaced <ARGS> A small whale surfaced <EVENT> jumped <ARGS> A small whale jumped in the air <EVENT> came <ARGS> All of the passengers came out to watch the whales
<EVENT> It was the 3rd time that she was late this week <EVENT> Her teacher gave her detention <EVENT> Erica was always late to class	<EVENT> was <ARGS> Erica was always late to class <EVENT> was <ARGS> It was the 3rd time that she was late this week <EVENT> gave <ARGS> Her teacher gave her detention
<EVENT> The clothes gave a nasty odor <EVENT> they clothes got clean <EVENT> Bill smelled his clothes before he put them on	<EVENT> smelled <ARGS> Bill smelled his clothes before he put them on <EVENT> gave <ARGS> The clothes gave a nasty odor <EVENT> got <ARGS> they clothes got clean
<EVENT> her boyfriend stay with her <EVENT> She go to bed <EVENT> Instead she asked her boyfriend to stay up with her <EVENT> She watching it	<EVENT> watching <ARGS> She watching it <EVENT> go <ARGS> She go to bed <EVENT> asked <ARGS> Instead she asked her boyfriend to stay up with her <EVENT> stay <ARGS> her boyfriend stay with her
<EVENT> Then she put a tea bag in the water <EVENT> She filled it with hot water	<EVENT> filled <ARGS> She filled it with hot water <EVENT> put <ARGS> Then she put a tea bag in the water
<EVENT> I found <EVENT> I shopping at an outlet mall <EVENT> weren't more sales than I found <EVENT> I hoped to find a lot of great deals	<EVENT> shopping <ARGS> I shopping at an outlet mall <EVENT> hoped <ARGS> I hoped to find a lot of great deals <EVENT> found <ARGS> I found <EVENT> were <ARGS> weren't more sales than I found
<EVENT> After she had a lot of leftovers <EVENT> she eat them <EVENT> Yvonne knew she wasn't going to eat them <EVENT> She brought the leftovers to a homeless shelter	<EVENT> had <ARGS> After she had a lot of leftovers <EVENT> knew <ARGS> Yvonne knew she wasn't going to eat them <EVENT> eat <ARGS> she eat them <EVENT> brought <ARGS> She brought the leftovers to a homeless shelter
<EVENT> The boy uncovered his eyes <EVENT> Only a minute later the boy found him <EVENT> The boy covered his eyes while his father ran off <EVENT> The boy looked for his father	<EVENT> covered <ARGS> The boy covered his eyes while his father ran off <EVENT> uncovered <ARGS> The boy uncovered his eyes <EVENT> looked <ARGS> The boy looked for his father <EVENT> found <ARGS> Only a minute later the boy found him
<EVENT> He posted online that he was selling the balls for a cheap price <EVENT> A man bought the tennis balls from Matt	<EVENT> posted <ARGS> He posted online that he was selling the balls for a cheap price <EVENT> bought <ARGS> A man bought the tennis balls from Matt
<EVENT> But they couldn't catch anything <EVENT> they swimming <EVENT> they give <EVENT> Soon they decided to give up and go swimming instead	<EVENT> catch <ARGS> But they couldn't catch anything <EVENT> decided <ARGS> Soon they decided to give up and go swimming instead <EVENT> give <ARGS> they give <EVENT> swimming <ARGS> they swimming
<EVENT> She found some coupons <EVENT> She dug through her wallet	<EVENT> dug <ARGS> She dug through her wallet <EVENT> found <ARGS> She found some coupons
<EVENT> One day he discovered the ornaments on the new Christmas tree <EVENT> He thought the shiny red ones looked very delicious <EVENT> the shiny red ones looked very delicious	<EVENT> discovered <ARGS> One day he discovered the ornaments on the new Christmas tree <EVENT> thought <ARGS> He thought the shiny red ones looked very delicious <EVENT> looked <ARGS> the shiny red ones looked very delicious
<EVENT> Marissa just finished a scary movie with her boyfriend <EVENT> Her boyfriend stayed up with her until she fell asleep <EVENT> Instead she asked her boyfriend to stay up with her <EVENT> She go to bed	<EVENT> finished <ARGS> Marissa just finished a scary movie with her boyfriend <EVENT> go <ARGS> She go to bed <EVENT> asked <ARGS> Instead she asked her boyfriend to stay up with her <EVENT> stayed <ARGS> Her boyfriend stayed up with her until she fell asleep
<EVENT> It run away <EVENT> However it turned around <EVENT> It managed to run away <EVENT> However it started charging at Jeff	<EVENT> managed <ARGS> It managed to run away <EVENT> run <ARGS> It run away <EVENT> turned <ARGS> However it turned around <EVENT> started <ARGS> However it started charging at Jeff
<EVENT> My mother's cat was ill <EVENT> so my brother took it to the vet for her <EVENT> the cat needed to stay there for some tests <EVENT> the cat was fine <EVENT> Later that day she called to say she was mistaken, the cat was fine	<EVENT> was <ARGS> My mother's cat was ill <EVENT> took <ARGS> so my brother took it to the vet for her <EVENT> needed <ARGS> the cat needed to stay there for some tests <EVENT> called <ARGS> Later that day she called to say she was mistaken, the cat was fine <EVENT> was <ARGS> the cat was fine
<EVENT> I took her to the back of portable # 5 <EVENT> I loved her <EVENT> During lunch at school I met with Glady	<EVENT> met <ARGS> During lunch at school I met with Glady <EVENT> took <ARGS> I took her to the back of portable # 5 <EVENT> loved <ARGS> I loved her
<EVENT> When I was a kid <EVENT> When I was a kid I loved to play in the snow	<EVENT> was <ARGS> When I was a kid <EVENT> loved <ARGS> When I was a kid I loved to play in the snow
<EVENT> They challenge him to a skate off <EVENT> Aaron beats them all	<EVENT> challenge <ARGS> They challenge him to a skate off <EVENT> beats <ARGS> Aaron beats them all
<EVENT> Amy getting nuggets because all her friend did <EVENT> all her friend did	<EVENT> did <ARGS> all her friend did <EVENT> getting <ARGS> Amy getting nuggets because all her friend did
<EVENT> She played it everyday <EVENT> But she found an online typing test game	<EVENT> found <ARGS> But she found an online typing test game <EVENT> played <ARGS> She played it everyday
<EVENT> they can win a prize for hitting a bottle with a ball <EVENT> hitting a bottle with a ball	<EVENT> win <ARGS> they can win a prize for hitting a bottle with a ball <EVENT> hitting <ARGS> hitting a bottle with a ball
<EVENT> Lisa challenged Betty to a game of hopscotch <EVENT> she beat Lisa multiple times	<EVENT> challenged <ARGS> Lisa challenged Betty to a game of hopscotch <EVENT> beat <ARGS> she beat Lisa multiple times
<EVENT> I saw outside that it was snowing, something he had never seen <EVENT> I looked outside to see what he was scared of <EVENT> I grabbed my robe <EVENT> when my two year old ran into the room panicking	<EVENT> ran <ARGS> when my two year old ran into the room panicking <EVENT> grabbed <ARGS> I grabbed my robe <EVENT> looked <ARGS> I looked outside to see what he was scared of <EVENT> saw <ARGS> I saw outside that it was snowing, something he had never seen
<EVENT> Lane make him proud <EVENT> But Lane himself really loved medicine	<EVENT> loved <ARGS> But Lane himself really loved medicine <EVENT> make <ARGS> Lane make him proud
<EVENT> Sean decided to try them <EVENT> He never tried briefs <EVENT> Sean try them <EVENT> One day his girlfriend bought him briefs as a present <EVENT> Sean liked boxers <EVENT> He fell in love with briefs <EVENT> Sean was disappointed	<EVENT> liked <ARGS> Sean liked boxers <EVENT> tried <ARGS> He never tried briefs <EVENT> bought <ARGS> One day his girlfriend bought him briefs as a present <EVENT> was <ARGS> Sean was disappointed <EVENT> decided <ARGS> Sean decided to try them <EVENT> try <ARGS> Sean try them <EVENT> fell <ARGS> He fell in love with briefs
<EVENT> hitting a bottle with a ball <EVENT> they can win a prize for hitting a bottle with a ball	<EVENT> win <ARGS> they can win a prize for hitting a bottle with a ball <EVENT> hitting <ARGS> hitting a bottle with a ball
<EVENT> he selling the balls for a cheap price <EVENT> Matt needed money <EVENT> He posted online that he was selling the balls for a cheap price <EVENT> Matt went to the tennis court after dark <EVENT> He came with an idea of selling used tennis balls	<EVENT> needed <ARGS> Matt needed money <EVENT> came <ARGS> He came with an idea of selling used tennis balls <EVENT> went <ARGS> Matt went to the tennis court after dark <EVENT> posted <ARGS> He posted online that he was selling the balls for a cheap price <EVENT> selling <ARGS> he selling the balls for a cheap price
<EVENT> He read it <EVENT> He researched it <EVENT> He found it's illegal to sell it	<EVENT> read <ARGS> He read it <EVENT> researched <ARGS> He researched it <EVENT> found <ARGS> He found it's illegal to sell it
<EVENT> he was outside <EVENT> My dog loved to eat grass <EVENT> Therefore I could never take him outside on his own	<EVENT> loved <ARGS> My dog loved to eat grass <EVENT> take <ARGS> Therefore I could never take him outside on his own <EVENT> was <ARGS> he was outside
<EVENT> Her mother release her tongue <EVENT> Her mother heard her crying <EVENT> Her mother ran to release her tongue	<EVENT> heard <ARGS> Her mother heard her crying <EVENT> ran <ARGS> Her mother ran to release her tongue <EVENT> release <ARGS> Her mother release her tongue
<EVENT> She decided to quit her job <EVENT> she pleased <EVENT> she do as she pleased <EVENT> she get a job <EVENT> She overworked	<EVENT> overworked <ARGS> She overworked <EVENT> decided <ARGS> She decided to quit her job <EVENT> do <ARGS> she do as she pleased <EVENT> pleased <ARGS> she pleased <EVENT> get <ARGS> she get a job
<EVENT> he would make a good poker player <EVENT> He seen it on tv <EVENT> Alan thought he would make a good poker player	<EVENT> seen <ARGS> He seen it on tv <EVENT> thought <ARGS> Alan thought he would make a good poker player <EVENT> make <ARGS> he would make a good poker player
<EVENT> The clerk thought hard <EVENT> The clerk offered him a snake	<EVENT> offered <ARGS> The clerk offered him a snake <EVENT> thought <ARGS> The clerk thought hard
<EVENT> Dave worked with algae to make electricity <EVENT> he could make electricity with algae <EVENT> Dave discovered he could make electricity with algae	<EVENT> worked <ARGS> Dave worked with algae to make electricity <EVENT> discovered <ARGS> Dave discovered he could make electricity with algae <EVENT> make <ARGS> he could make electricity with algae
<EVENT> anything show how hard I work <EVENT> Sometimes In't have anything to show how hard I work <EVENT> how hard I work	<EVENT> have <ARGS> Sometimes In't have anything to show how hard I work <EVENT> show <ARGS> anything show how hard I work <EVENT> work <ARGS> how hard I work
<EVENT> that happened <EVENT> they managed to kill 3 of the vaulters	<EVENT> managed <ARGS> they managed to kill 3 of the vaulters <EVENT> happened <ARGS> that happened
<EVENT> they were so bad <EVENT> He added some extra detergent because they were so bad	<EVENT> were <ARGS> they were so bad <EVENT> added <ARGS> He added some extra detergent because they were so bad
<EVENT> removing her contacts <EVENT> She forgot to take out her contact lenses	<EVENT> forgot <ARGS> She forgot to take out her contact lenses <EVENT> removing <ARGS> removing her contacts
<EVENT> I wasn't too good <EVENT> When I was seven I played soccer <EVENT> I somewhat enjoyed the game	<EVENT> played <ARGS> When I was seven I played soccer <EVENT> was <ARGS> I wasn't too good <EVENT> enjoyed <ARGS> I somewhat enjoyed the game
<EVENT> The next day at lunch at work they laughed at the cards she brought <EVENT> the cards she brought <EVENT> Her friend told her she still had some of her cards <EVENT> Kim told her she only had one pack and it was stolen at school <EVENT> She asked Kim if she remembered Garbage Pail Kids <EVENT> she still had some of her cards	<EVENT> asked <ARGS> She asked Kim if she remembered Garbage Pail Kids <EVENT> told <ARGS> Kim told her she only had one pack and it was stolen at school <EVENT> told <ARGS> Her friend told her she still had some of her cards <EVENT> had <ARGS> she still had some of her cards <EVENT> brought <ARGS> the cards she brought <EVENT> laughed <ARGS> The next day at lunch at work they laughed at the cards she brought
<EVENT> They decided to blame the dog and say he chewed up the toupee <EVENT> Unfortunately the washing machine destroyed the toupee	<EVENT> destroyed <ARGS> Unfortunately the washing machine destroyed the toupee <EVENT> decided <ARGS> They decided to blame the dog and say he chewed up the toupee
<EVENT> He would wash all the clothes <EVENT> He thought it was his wife's duty <EVENT> Bill always fought about who would do the laundry	<EVENT> thought <ARGS> He thought it was his wife's duty <EVENT> fought <ARGS> Bill always fought about who would do the laundry <EVENT> wash <ARGS> He would wash all the clothes
<EVENT> He pulled to the side of the road and to avoid the collision <EVENT> He looked in his mirror <EVENT> He avoid the collision <EVENT> He saw a semi come barreling towards him	<EVENT> looked <ARGS> He looked in his mirror <EVENT> saw <ARGS> He saw a semi come barreling towards him <EVENT> pulled <ARGS> He pulled to the side of the road and to avoid the collision <EVENT> avoid <ARGS> He avoid the collision
<EVENT> After looking through his kitchen he determined he had mice <EVENT> he had mice <EVENT> After the exterminator killed all of the rats Gary felt peace <EVENT> the local exterminator who went to Gary's house quickly <EVENT> Gary called the local exterminator, who went to Gary's house quickly <EVENT> looking through his kitchen he	<EVENT> looking <ARGS> looking through his kitchen he <EVENT> determined <ARGS> After looking through his kitchen he determined he had mice <EVENT> had <ARGS> he had mice <EVENT> called <ARGS> Gary called the local exterminator, who went to Gary's house quickly <EVENT> went <ARGS> the local exterminator who went to Gary's house quickly <EVENT> felt <ARGS> After the exterminator killed all of the rats Gary felt peace
<EVENT> At 5 PM he finally returned home <EVENT> grandpa brought her an Easy Bake Oven <EVENT> But Lucyn't seen grandpa all day	<EVENT> seen <ARGS> But Lucyn't seen grandpa all day <EVENT> returned <ARGS> At 5 PM he finally returned home <EVENT> brought <ARGS> grandpa brought her an Easy Bake Oven
<EVENT> She went to her appointment <EVENT> One the table she noticed an ad for a spa <EVENT> She got a wonderful massage <EVENT> She set an appointment <EVENT> She wanted to do something to help her relax <EVENT> Kelly really stressed at work lately <EVENT> She called the spa	<EVENT> stressed <ARGS> Kelly really stressed at work lately <EVENT> wanted <ARGS> She wanted to do something to help her relax <EVENT> noticed <ARGS> One the table she noticed an ad for a spa <EVENT> called <ARGS> She called the spa <EVENT> set <ARGS> She set an appointment <EVENT> went <ARGS> She went to her appointment <EVENT> got <ARGS> She got a wonderful massage
